gene,mean_expression
SLC7A6OS,0.07835248467938
DMTN,0.078352417821521
ICK,0.0783342941115234
INTS7,0.07833010510893057
THAP12,0.07828219358297374
SFI1,0.07828040475284817
FAM25G,0.07827104006382014
NGFR,0.07826035319278572
VASH1,0.07825299816218433
ZBTB25,0.0782509632161911
FUK,0.07824958246571338
ST8SIA4,0.07823108218067529
ANKRA2,0.07811188717551579
BEX4,0.07810548826163968
FBXO6,0.07810542594320727
PODNL1,0.07808234214486666
ZSWIM6,0.07807057237388282
TBCE,0.07805277851243682
C3orf14,0.07803531625116898
C2orf47,0.07802734857067367
ZNF609,0.07801762519293273
SMPD2,0.07801742748116815
KCTD18,0.07801367021751719
PEX14,0.07799617869668449
LMBRD2,0.07799102945734333
FUT8,0.07796177134805957
OTUD1,0.07795532617643969
ST7,0.07794776790781527
DOHH,0.0779026486719681
ADCK3,0.07788443932963522
PICK1,0.07788257994103116
ANGEL1,0.07784134001526612
METTL10,0.07783864638367236
TOE1,0.07783686159955745
AP3S2,0.07781754429174574
ADAMTS15,0.07780993557134211
BICDL1,0.07779588195069737
SOCS7,0.07776895631721478
FZD5,0.07774135206412795
CEP68,0.07770099360125744
PPP1R16B,0.07768829529549902
NEFM,0.07768173513329582
SLC4A11,0.07766289125807238
MUC15,0.07766063780283296
OCRL,0.07765503289387715
ZNF408,0.07760799550358823
BIVM,0.0775992271817283
TRIP13,0.07758004006171068
SETD4,0.07753836573255772
FAM63A,0.07751708786120477
ZC3H8,0.07749007035367536
PTPRM,0.07747689469267201
FAM92A1,0.07744982209525361
CYP20A1,0.07744190148663836
ZNF700,0.0774369581497663
ZBTB37,0.07741838992135414
ZFYVE28,0.07741140065998431
LCE1C,0.07741058928682315
MTRF1L,0.07740488006973899
ABCA2,0.07738655706904582
PLD4,0.07738112335074816
TUBE1,0.0773012400512269
C19orf52,0.07727048995084321
CLDN7,0.07724090517554062
SZT2,0.07723893074701164
ZDHHC1,0.07723861769927258
LRFN3,0.07723646684987656
GIMAP7,0.07721999736613785
MFNG,0.07721280281906885
EPB41L1,0.07718896229338172
GSTM4,0.07717152174241496
LDLRAD3,0.07715808797553675
LPXN,0.0771213232829476
HACD4,0.07710088416934013
ABHD14A,0.07706738776521177
TBC1D10C,0.07706259112089675
ZNF480,0.07694695690116346
ABCA8,0.07693726058728648
CAPN10,0.07689428156772196
MYL5,0.07688977695162723
CDK5R1,0.07684495682451899
MCPH1,0.07683845340514815
PRADC1,0.07682025982745436
POLD3,0.07681362819395318
PHF8,0.07680397364773497
POLD1,0.07677186265686489
RAPGEF3,0.07672253695150084
LAG3,0.07668408388827021
PAQR3,0.07668279437039861
TMEM260,0.07665865991683986
SLCO4A1,0.076608713173511
IGSF9,0.0765656287603031
CUL7,0.07655956142193435
MED20,0.07653495397986165
MOSPD3,0.07646032301894087
THOC6,0.07646001130342484
FGR,0.0764538472308623
ADGRE2,0.07643236881060315
ZBTB18,0.07641453762224179
FAM73A,0.07641033176949483
LARGE1,0.07640357969316426
PIDD1,0.07635331489392463
GALNT7,0.07632934119527703
LYVE1,0.07631024498714517
LMTK3,0.07630722972237511
CCDC57,0.07628230207803234
TGS1,0.07628048356893836
STARD4,0.07627278943823664
FAM83B,0.076268808385789
C16orf52,0.07626664404146719
SEMA5A,0.0762569351701547
KLHL7,0.07624560098675702
HIST2H2AC,0.07620203936632895
CXorf56,0.07618026075181582
HAUS6,0.07617911804985526
MARK1,0.07612212779407469
HOXC13,0.0761013717347423
HDAC11,0.07610061022126122
EEF2KMT,0.07604609368159282
SMARCC2,0.07604288788426002
ZNF277,0.07601466086625264
APOBEC3G,0.07600449615262991
TRAPPC2B,0.07600208396548468
GRK5,0.07598753685489396
ZNF76,0.0759869430781595
GAREM1,0.07597608383226868
EIF4E3,0.07596087941764207
ZNF117,0.07591664152133544
PDIK1L,0.07588072303707237
IFI27L1,0.07586596565728156
C17orf58,0.07583117818102142
BEST1,0.07581350678541013
PARP2,0.07579345354773351
CETN3,0.07576682687496507
TERF1,0.07575524053135455
TNFAIP6,0.07573083825162705
NBPF26,0.07572302098897908
SYCE1L,0.07571555841837498
SLC17A9,0.07570184039457745
TPST1,0.07568083728188711
PDE4D,0.0756767015435443
IL2RG,0.0756641323400649
PTPRB,0.07565844293363047
HHEX,0.07560330629348755
IL4I1,0.07559664199585157
TMEM267,0.0755899626983712
C11orf49,0.07558125657158972
EPHX2,0.07553158781879785
AMIGO2,0.0755249128880485
TBC1D2B,0.07545953949555656
ABCC10,0.07544293612340428
MTHFSD,0.07542399038246136
KAT14,0.07540376050188052
ARL14EP,0.07540160570515703
CEP120,0.07540025080967423
ZSWIM1,0.07535299318318335
CTU1,0.07534711852373667
ALOXE3,0.0753397632217565
NBEAL1,0.07533854803699531
AGK,0.0753290377409253
FAM220A,0.07529971938555603
CDCA3,0.07525564794311461
MBIP,0.07525225820032176
SMOC2,0.0752422840192618
DGKD,0.07523762629620287
RASAL3,0.07519232898654528
NOL4L,0.07518915804904817
METTL17,0.07518889074096617
ZXDC,0.07516950815422646
BUD13,0.0751451284482779
GNB1L,0.0751423891757103
ZBTB24,0.07513852368127431
DTNB,0.075079604711951
CCDC174,0.07507660980058821
SAMD8,0.07503795574437704
CDIP1,0.07501344550524326
TTC9,0.07499419594343924
SMAD1,0.0749915802468922
HIST2H2BE,0.07498272631736781
DOLPP1,0.07497649045278694
ZNF623,0.07493334246293598
BCL2L11,0.07488203549523227
PHF6,0.07485987482876177
FAM25C,0.07484264600257211
AGAP1,0.07478460600439286
OSGEP,0.07477696676621375
BIN2,0.07475146863436857
ARAP3,0.07472121190057684
PPARA,0.07470200057850768
RNASEH2A,0.07469406497004806
CEP78,0.07468377436134989
RNFT1,0.07463514518658847
NDC80,0.07461860388616062
IL18BP,0.07460825258730264
TJAP1,0.07457453774794048
HPS5,0.07455867082373985
MAPK9,0.07453275133935822
EXD2,0.07451962270089332
IFT27,0.07450393291301285
APITD1,0.07448620233216033
PCTP,0.07445196434855461
SLX1A,0.07443699245618669
LRIG1,0.07442187737451483
MTM1,0.07434567439042969
GALNT14,0.0743353988309175
FLCN,0.07432392348122123
ITPRIPL2,0.07431313521321246
IER3,0.07428616445684275
KIF20A,0.07426709706420141
CD3D,0.07422261882499354
L3MBTL2,0.07417863639478652
SLC41A3,0.07415230567289503
C2CD5,0.07413329033563469
TANGO6,0.07412140828785517
BAHCC1,0.0741141712330035
NACC1,0.07409648538030536
PPID,0.07409016425345118
PCSK9,0.07407871093477635
TAF1,0.07407415113010943
CCDC71,0.07406850884489666
TRERF1,0.07403518644389727
PLOD2,0.07402529123405747
PIGO,0.07401291678184706
ZNF432,0.07397027313709259
CD300A,0.07390553696660807
NR1H3,0.07387604443541426
VPS50,0.07386375539350194
MEST,0.07382770551257575
SPECC1,0.07381383956268134
TRAPPC9,0.0738112906006393
BBS2,0.07381080739841556
G2E3,0.0737613116619208
DAAM2,0.0736963353705722
TAPT1,0.07369103998143152
SLC19A2,0.073656920763041
C2CD2L,0.07358497398479885
SPDL1,0.07356996686253327
CENPM,0.07351988894457849
RNF25,0.07350094641083914
ARSD,0.0734989990461741
FANCF,0.07347812333347782
LMOD1,0.07344952260224236
SLC9A9,0.07341069407415705
KIF2C,0.0733984483541637
RCHY1,0.07336585504921857
TMEM5,0.0733308359635192
ZNF629,0.07333010997598534
MIF4GD,0.07328741306698086
EDNRB,0.07327803367415801
ADGRG6,0.07320770680509656
CAMKK1,0.07314163253994177
TMEM68,0.07313377923325987
TNFSF12,0.07310043677490279
TMEM246,0.07309917005284733
NLGN2,0.07306815750452857
PLEKHH2,0.07306413330285755
C14orf80,0.07305897599616587
SESTD1,0.07302946372833473
COPG2,0.07301883313138753
MIS18BP1,0.07300545075377882
MANSC1,0.07295695551677256
GMEB2,0.0729562376706016
DAGLB,0.07294514975109637
ACSS1,0.07293009994835253
PNPT1,0.0729125202540925
SLC12A7,0.07288369827515243
AKR1B15,0.07287577857935665
ELOVL6,0.07286637611933891
HPS3,0.07285400174114089
HLCS,0.07285374304316691
SPOCK2,0.07282450859317717
CDK11B,0.07276961281402222
ZNF101,0.07275391449004609
CYGB,0.07273604644351447
CRB3,0.07273268707047235
POLR2J3,0.07272252608213993
FKBP11,0.0726817132325362
ZNF766,0.07265675544047988
RNPC3,0.07263835312317539
SMYD5,0.07262567452938351
PDGFRL,0.07262265798173204
HSPA13,0.0726043266176388
ATXN7,0.07259775044408855
SLC9A8,0.07258948775020656
TBX3,0.07257059840670485
SMYD3,0.07255610041567032
NDUFA7,0.07255599349243752
RAB1B,0.07227957981410406
KIAA0895L,0.07227364379838602
ZBTB45,0.07218666199520724
WDR7,0.07216324768220352
MRPS17,0.0721506600249682
SVEP1,0.07214898877585961
RAD18,0.07213604859761055
ABHD11,0.07213443692847593
NCAPD3,0.07212753707407327
DBP,0.07210208297960016
TRIM39,0.07208789517449228
NKRF,0.07208049884497725
BRCA1,0.07207303072344388
RPP38,0.07202442298760477
HSPA6,0.07201232312136138
TOM1L1,0.07198312952621094
SKA1,0.0719727681369971
ZC3H12C,0.07196706301526518
SRGAP2C,0.07193528653572727
CMTM4,0.07191406844171468
BTN2A1,0.07188593652962849
SATB1,0.07186988494451473
FBXL4,0.07179202696937599
FBXL12,0.07176512701819275
GCHFR,0.07172137609874175
BRMS1L,0.07166947246782038
CCNT1,0.07160671368636043
C2orf82,0.07160004181478986
RGS16,0.07158898919919468
USF3,0.0715833462231996
MAGEH1,0.07158123731415793
RAD17,0.07156951222198689
CDK8,0.07151780938667966
IFNAR2,0.07151239459088307
LPCAT4,0.07149102373529743
PTP4A3,0.07148017337089342
OLFM1,0.07144885983885518
RAPGEF4,0.07143109267121119
SAYSD1,0.07139886602364628
HGH1,0.07138545939464443
HYLS1,0.0713753861603358
GNLY,0.07136236274281875
ITPR1,0.07134478993171098
SUFU,0.07130643367668651
ANGPT2,0.07129423189538205
CNST,0.07129086924112396
DTX4,0.07127318139009128
RABGEF1,0.0712232981000515
GNPNAT1,0.07122236586465741
AGPAT4,0.07122229007597002
CYP27C1,0.07119237555079902
KDM6A,0.07113438780536714
LMTK2,0.0711308503338438
RAB11FIP2,0.07110614739111717
ANKMY2,0.0710953553731473
ZNF720,0.07106366356378359
ZNF576,0.0710434333624824
RBM38,0.07101034634555413
ZBTB40,0.07100782350988577
BTBD9,0.07099070520886522
SH3D21,0.07098928056904022
MELTF,0.07097001724093166
NDE1,0.07095200326663768
CEP192,0.07094882297890866
INSIG2,0.07092756896421609
ANO8,0.0709269249330688
ETV7,0.07092577598939669
PTER,0.07086939601511355
STAMBPL1,0.07079762185843574
IRF5,0.0707971394210067
DIEXF,0.07079541811485164
ATXN1L,0.07077155338711297
PIGA,0.07075943669538624
LYSMD2,0.07073888261586625
TRIM5,0.07072963003093834
WARS2,0.0707176901548114
CLIP2,0.07070738242458034
KIAA0226L,0.07069888854066268
NOTCH4,0.07069695242588094
FCN1,0.07066927408639169
IL27RA,0.07065593108337447
NUP35,0.07064623639777007
B3GALT4,0.07061287356133493
OPN3,0.07060939421420855
RABL2B,0.07060354696401697
GTF2H2,0.07058297554092692
NOSTRIN,0.07056236760505777
E2F6,0.07052547119508516
CRIP1,0.07049740623954116
GNG2,0.07049305231267253
DOCK7,0.07047323889981043
ANKRD35,0.07045981983672704
C16orf87,0.07045420797060657
C14orf142,0.07044121951160841
SLC22A3,0.07043742953448107
SDK2,0.07040614457122538
EFL1,0.07037624919059261
TBC1D22B,0.0703635767151583
ATP7A,0.07035301687405598
SLC26A11,0.07035257877004857
SNRNP48,0.07034616145175814
CEACAM6,0.07033818303946628
ZNF574,0.07025030400875389
RFK,0.07025012368990095
CHM,0.07024113530453467
KIAA1147,0.07013637150656309
TMC8,0.07012751000310412
FANCD2,0.0701224510835496
COL4A6,0.07009631370669168
MOCS1,0.07009345707514428
LRRC75B,0.07008391875304923
ZDHHC13,0.07004701230206237
RAB3IP,0.07004321018690306
GLIS2,0.07003178652252583
TPRN,0.07001086393531585
C5orf42,0.06998920337056481
ENOX2,0.06998893596379963
EXOSC2,0.0699769945087417
BRWD3,0.06996549113302042
NOM1,0.0699617209172012
TIPIN,0.069960611175425
KLHL22,0.06995121841103036
KALRN,0.069937549630143
MFSD8,0.06988723627877551
GOLGA6L4,0.06986367078312974
CX3CL1,0.06985842599379306
TUBGCP5,0.06982978749156787
PIK3R4,0.0698220335341842
MINPP1,0.06981932699976377
NAT6,0.06981330031886795
ST7L,0.06980584009198953
ADAMTS10,0.06979681164124943
FAHD2A,0.06979450008628384
ZCCHC3,0.06972222175720512
DLG3,0.06972086942748518
MSRB3,0.06971437624649496
CNKSR1,0.06971187889575958
IFIT5,0.06970318850894637
FBXO8,0.06966622770819443
WRAP53,0.06966479867696762
TROAP,0.0696644950534729
ZDHHC17,0.06962615468644148
PRTFDC1,0.06961639346369844
ABLIM3,0.06955169052477704
NEK6,0.06954855331225901
DCAF17,0.06954676763999541
QTRT2,0.06954598463825043
ST6GAL1,0.06953050849946919
NUFIP1,0.06949672315097014
MEGF8,0.06943374233234008
CHMP4C,0.06942683147476209
BARD1,0.06942563883910906
ZNF444,0.06940845979858708
C8orf58,0.06937996004492242
COX10,0.0693675038830334
STOML1,0.06934906374539761
IKZF3,0.06934364347268414
ACVR2A,0.06932094629039827
KPNA5,0.06929270387781376
C5orf45,0.06929102256302012
FBXO18,0.06923120431848709
DONSON,0.0692175335145944
USP37,0.06918920162103034
UVSSA,0.0691842178980641
ZNF496,0.06914746887143085
SCNN1B,0.06912854247239252
ABCA7,0.06910591890776394
FCGR1B,0.06909486234484129
RCE1,0.06907479827668493
GIMAP8,0.06906421808217535
SETDB2,0.06901019589593078
AADACL2,0.0689185078669068
ECHDC3,0.06891285124796116
KIF3A,0.0688844717891011
SLC38A9,0.06888259915227922
C7orf55,0.06888113553259546
SPRY4,0.06887132289591215
HENMT1,0.06885244596182116
BPIFC,0.06880916457697256
SNX20,0.06879858689888424
IL33,0.06879618971158337
SPATS2,0.06877428712631693
ZNF589,0.06876713422355273
TMEM80,0.06872591849983922
TRMT12,0.06872540598870902
ARL16,0.06870203961106326
NEMP1,0.06869013952893137
MID1,0.06865488898181757
APELA,0.06863393856594895
FAM64A,0.06862242236141337
ARMCX1,0.06861815512772428
TBKBP1,0.06861328563054665
TRMT61B,0.06860840868278845
ACADSB,0.06860632982277712
LCE2C,0.06859926963286685
ZFYVE9,0.0685751803021952
GALM,0.0685667201185858
SLC29A4,0.06856650661751135
PSMB10,0.06855184878438514
SNAPC1,0.068539151416117
HS3ST3B1,0.06852663604431594
SPRED2,0.06847192448199979
TAF1B,0.06845941152793682
ABHD17B,0.06845749164653929
NAF1,0.06840191056199421
PGBD5,0.06839442489952441
CCL8,0.06838266958562744
CEP170,0.06837129136485769
FAM219A,0.06832749364490541
SLC30A4,0.06831116022061039
POC1A,0.06826313437018174
WDR54,0.06826135646921909
NFYA,0.06825431826098866
ITGAL,0.06824808340791046
CRTC1,0.06817959372373607
RAB3IL1,0.06813220635352545
SGTB,0.0680918733755879
DYNC2H1,0.06808698917461546
FXN,0.06808222178986531
RFC3,0.06805544839986902
CLIC2,0.06804076434168595
DYNC1LI2,0.0680190415818565
USE1,0.06801707139670454
FAM122A,0.06798897019976022
KHDRBS3,0.06793748093953986
NOD1,0.06788387127368656
UBXN2B,0.06785329221593624
RHOF,0.06780795975039337
PTCD2,0.06777660393260962
C14orf169,0.06775113989580546
ITFG2,0.0677412978515325
MAP4K2,0.0677411968246201
ZBED2,0.06773872579762477
DENND4A,0.06771537449383577
ZNF839,0.06767499698511023
RGS2,0.06763291255330407
CHST14,0.06762727229109664
NOL12,0.06760358642663387
SYTL2,0.0675672304304625
MOAP1,0.06755507998908593
INPP4B,0.06752381128388525
CCSAP,0.0674980982940718
ABHD4,0.06748202749040742
TAF4,0.0674731745723857
PALD1,0.06745459013526013
BOLA1,0.06743221118158063
IRAK4,0.06733451361786451
CLEC10A,0.06729536957496049
FITM2,0.06725542605021931
SLC39A10,0.06724278147745606
ZNF319,0.06723759893253939
CHI3L2,0.0671873806624223
NDUFAF7,0.06717518744188429
SMOX,0.06717353013177581
TNFRSF4,0.06716471162951546
TMEM161B,0.0671642722919682
XYLT1,0.06715705361686006
HSPA12A,0.06710254272680409
MAFF,0.0670958814390053
BET1,0.06705882432346312
COG6,0.06702505624452174
PNLIPRP3,0.06700164624890745
ORC3,0.06699776582863946
ALAD,0.06692330174098741
PTN,0.06691957738817922
INPP5F,0.06689485749661528
CEP290,0.06686189491918546
HUS1,0.06684267898367731
MIF,0.06684210208176777
ICA1L,0.06682297510915244
ZNF75A,0.06681933135583701
GCA,0.06679173161750597
PSTPIP1,0.06679062303525722
MAP1S,0.06678495822560708
MYCT1,0.06675096120167252
POLK,0.06673091282414285
HSPB2,0.06669426864839548
TMEM200B,0.0666909230169871
CCDC127,0.06668148194717256
PAMR1,0.06667720610337542
PDSS1,0.06663655494617311
OGG1,0.06662496931801569
C1orf109,0.06660274398938709
NSL1,0.06650802737336285
DCAF4,0.0664994643865437
HAUS5,0.06649627805446946
FANCA,0.0664898647328481
FAM171A1,0.06646400815899799
SFXN5,0.06646367517725521
C6orf120,0.06643959909480139
CRAMP1,0.06643872730285916
PAPPA,0.06640802792563344
TRPM7,0.06637550024500746
GNAL,0.06636829891346938
SGCD,0.06636223053892716
E2F1,0.06635682753577138
PGS1,0.0663523884946542
COL13A1,0.06634620401934282
CREB5,0.06633390496108706
PPP1R26,0.06631498157188592
KLRB1,0.06628893226977216
RPAP1,0.06627692543710305
C17orf75,0.06626985069142272
PCBD2,0.06625390600487097
MCF2L,0.06623833774533493
NFATC3,0.06620723295290738
ADORA2B,0.06620357163398471
CERS2,0.0661962257315781
C2orf49,0.06619003733361004
RBMS3,0.06615130687194155
FAM46C,0.06614150760683003
CMPK2,0.06614108911610597
ZNF324,0.06613934834469233
GDAP2,0.06608497080029241
RASGRP1,0.06608487932097833
SYT7,0.066068809602829
ANKS6,0.06605119576418636
RAD51,0.06603189503515003
GLDN,0.06600619958627303
C6orf141,0.06600042405408739
ZNF641,0.06599823792545212
SRPX2,0.06598371484421736
DDHD1,0.06597923536766444
C11orf87,0.06597319955857384
NRF1,0.06596997190291519
ENKD1,0.06596813733313257
PPM1L,0.06596566430780272
FAM212B,0.06594826241597435
FAAH,0.06594303899154758
ZNF587,0.06594236520741949
FANCG,0.06593856410376284
GUCY1A2,0.06593362555302532
PRIM2,0.06592463223349969
COX15,0.06591169365885242
SNUPN,0.06586215983064758
CAMK1,0.06585636377235912
ANKRD39,0.06585484405128372
NUDT9,0.06585364926927137
FKBPL,0.0658533659745131
TANGO2,0.06584828758970002
THAP1,0.06584395594056079
HDDC3,0.06580579419009733
SLC6A11,0.06577053113488962
CEP85,0.06574313229085593
CD27,0.06573749592663436
SLC7A2,0.06571493253407888
DIXDC1,0.06568084879229401
RABL2A,0.06567529845514045
NIF3L1,0.06566161815299104
HSDL1,0.06565934723082757
GABPB2,0.06565318878320668
EFNA4,0.06558874160643445
HIVEP1,0.06556368022170288
TTC7B,0.06555132217557225
TGM3,0.06554561498149342
SLC25A20,0.06549803922507937
USP31,0.06548554672310684
CH25H,0.0654322448254421
SCYL3,0.06539095501532617
TFB1M,0.06537236660620235
UHRF1BP1L,0.06535124524638353
RSAD2,0.0653299456400587
PLPP6,0.06524141359802903
CRY1,0.06523947856876235
CNPY4,0.06522704071260446
CD247,0.06520421980627325
DHRS12,0.06520208079885963
BRF2,0.06518708112717464
ADCY9,0.06514985795250001
PRMT6,0.06510453219741386
ARHGEF9,0.06510293155612536
PADI1,0.06510139429411352
COG1,0.06508958966329398
FLT1,0.06508620959145343
VWA8,0.06508089708077987
COPS7B,0.06507142258203583
TRMT11,0.06506142703606593
ERCC6L2,0.06503909473486294
PRPF40B,0.06503643157170308
FNBP1L,0.06503063847391022
TAF8,0.06502164517905538
ARMC7,0.06499526810073694
PPP1R3D,0.06497885397826599
ZBTB6,0.06493508591261131
SASH3,0.06491608382356877
TRNP1,0.06491093273391786
AGR2,0.064862012764476
BCL6B,0.06485672184074952
RCAN2,0.06485424674307273
MAP1A,0.06483935007196388
ZNF414,0.06480582921907602
VSIG4,0.06479645254004081
ZNF662,0.06478996086396918
DCUN1D3,0.06474494568954241
KIF18B,0.06474375510156549
KREMEN2,0.06473279117748437
TICAM1,0.06468240132197639
BRPF1,0.06467330835710298
NTM,0.06466168012247969
CDK9,0.06465001769413221
TGIF2,0.06464773295632262
RELT,0.0646420025223533
SLC35E3,0.06459830037706735
DARS2,0.06458942115997636
ZSCAN29,0.06458283109676759
PRKCB,0.06453407074738023
TFEB,0.06453079046891225
ACSL5,0.06452755718831195
RASSF10,0.06451423601894979
ZFAND2A,0.0645113858758219
GPRIN1,0.06447338823549795
C6orf226,0.06446218317905009
C17orf80,0.06444538278591554
PCSK5,0.06443262699720086
PCNX3,0.064426573869211
EPB41L5,0.06439995553517183
ADRB2,0.06432525845651595
UHRF1BP1,0.06430363013649619
RNASE7,0.06428671729387037
REEP6,0.06428100013278967
RAB11FIP4,0.06428035427600343
MT1M,0.06425147530752302
TP53BP1,0.06424180383713829
SP140L,0.06424070396368077
OTUD3,0.06423383440501643
PARP8,0.06422276116463523
EFHC1,0.06419345961007851
CTC1,0.06413741419646914
NXPH4,0.06413502253542673
ZNF134,0.06410263422013118
NOA1,0.06404184725209577
RPS6KA5,0.06401916736403838
GLI4,0.06400469179875803
EDRF1,0.06397714058788406
TMEM91,0.06397612627274943
GRAP,0.06396885739257004
NEURL1B,0.0639443483869761
C8orf4,0.06392775258875841
BBS4,0.06392222322178202
JAK2,0.06391386376903546
SUSD2,0.06384566914758935
HDAC10,0.06384375267076177
ARSI,0.06379969832518242
CNNM2,0.06378898582119026
ARHGAP31,0.06378688905018055
KYNU,0.06378269516276998
ZNF628,0.06376959709142217
GCSH,0.06376197675107331
RHOBTB1,0.06375880894676739
DNAJB9,0.0637433777828485
RECK,0.06367326532768099
ZNF747,0.06367152327338592
TPPP3,0.06365546623602608
SLC16A5,0.06365217179652082
C12orf56,0.0636455240776602
INA,0.0636227276694301
ZFP62,0.06361092326064773
B9D2,0.06360253363551684
IBA57,0.06359392710474153
DHX58,0.06359267886111278
PTCD1,0.06351039894171898
PKN3,0.06342996814787782
PCDH12,0.063424756984837
CBY1,0.06341092789311283
SLC6A14,0.06339457924693626
TUBD1,0.06334905834584836
RAP1GAP2,0.063347383914207
FAM84B,0.06331633505047551
NEU3,0.06330976844919438
UBXN8,0.0632733092304097
UBR4,0.0632708017399769
LIN54,0.06320430207627499
PDCD7,0.06318206224121795
SORCS2,0.06317447051899322
ACTR5,0.06316099380025801
CACNA1C,0.06310711882465722
HOXA9,0.0630877200292041
SHOX2,0.06301936425811408
RNF166,0.06300030944757903
UAP1L1,0.06297411453842328
DCAF1,0.06297187581164948
RNF122,0.06295942024185958
CD84,0.06293864291630044
FAM109A,0.06284304858734276
EIF5A2,0.06284097212039871
SCMH1,0.0628341922154095
TRMT1L,0.06280949610649356
PAQR6,0.06280735325043564
GEMIN2,0.0628047107367326
SPHK2,0.06279710068410596
PCGF6,0.06279696936145523
FAM167A,0.06279457372841456
C2orf42,0.06278450088883868
WAS,0.06277009630144037
INTS9,0.06276444555414433
KANSL2,0.06276411960357862
MMP13,0.06272799408198981
UNKL,0.06270603591341846
ACPP,0.06268123332534405
MAP3K9,0.06267126733498858
B4GALT4,0.06265668346491081
AMY2B,0.06263204609716175
MGAT4A,0.06261355321336266
SDR42E1,0.06261225219889982
RFX1,0.06257861724357731
HRH2,0.06254110443374969
DDX39B,0.06253209900086289
RILP,0.06251114656198893
WDR62,0.06248217364711477
BLOC1S3,0.06248201378035229
DCT,0.06245360725762828
MCCC1,0.062421988819213896
GPAT2,0.06241267416256153
SPOCK1,0.0624024389891435
GBP5,0.06240225662261445
IDUA,0.06238042846914159
BORA,0.06233012212428036
LXN,0.062311449464385875
TMEM53,0.06230791527407848
SCUBE2,0.06229686080817355
ZNF274,0.062270666935191246
PRRG2,0.062259565545431036
C1orf68,0.06225570829104114
PDE5A,0.06222709677866753
GDPD5,0.06221939162011968
C1GALT1C1,0.06219826611560701
FAM172A,0.06219519524286125
ZNF318,0.06218905944303171
KRIT1,0.06218558749714435
PSD3,0.0621674886799806
PKDCC,0.06216659495570012
KIF3C,0.062127712299886916
LARS2,0.06212547764379457
GBP4,0.06209589309052916
DTL,0.06207423926090563
OXNAD1,0.062031020712576164
CASP10,0.06201413851107983
MFSD14C,0.06201372177198233
EGR3,0.062004901764803375
TAF3,0.062003072597925236
OCLN,0.061999810921237956
PLAGL2,0.06199778895208378
NAIP,0.06196921782580433
CYP2S1,0.061966472459549934
RNF214,0.06195608062657299
IL1B,0.06194561016776704
COG7,0.06193008700644733
MBD5,0.061924107249406786
KIN,0.06191545451022931
CLEC4A,0.061910045980815065
TMEM120B,0.06188622156515816
MYO5C,0.06188288506194456
FBXO4,0.061873986428936587
E2F5,0.061833663294646915
MPP6,0.06182586199400441
MRPL44,0.061801648791262646
CENPN,0.06177025907580426
PLLP,0.061763691463020465
DZIP1,0.061763043139154546
CCPG1,0.06175621122812593
MED18,0.061747473226675134
SLC5A1,0.061744793879472654
TENM4,0.0617409088704365
ALDH1A1,0.06169718965295924
STEAP2,0.06166698704689544
RBM45,0.061651322768618726
ULBP2,0.06163767883122362
C12orf76,0.06160971936800622
THNSL2,0.06159078576509526
C1orf216,0.061574269160134906
SPATA5L1,0.06155706650966051
DNAAF2,0.06155231585171049
SIRT1,0.06154589495615454
PDE2A,0.06154492324748576
HELQ,0.06154403709713986
ARTN,0.061528107879177625
CDKAL1,0.06152776761954983
TSTD2,0.061515944608986774
MRI1,0.061508103933752764
P2RY6,0.06150100809454129
CXCR4,0.06149888776292074
MBTPS2,0.06149592637917064
TRIM32,0.0614571717154506
RPUSD2,0.061444634781373256
C18orf8,0.06144279152747022
PUDP,0.06142735478795127
FAM188A,0.06141707306073991
SLC25A33,0.061408590303351544
P4HTM,0.061393628131277515
GRB7,0.061376997867956855
ITCH,0.06135590998640913
LNX2,0.06134602072223133
CAB39L,0.06130301843810555
CHUK,0.06123946357937838
TRAF1,0.06123558700775469
FBXO32,0.06123523784196929
ING3,0.06122737190383949
ZNF740,0.061208551638568476
HLX,0.0612060512779959
RPGR,0.061201697227773286
CD33,0.06119550078712552
LENG1,0.06116519049303421
TRPC6,0.061159775672566814
TUBG2,0.06107783687627868
TAB1,0.061068989854577364
CYP27A1,0.06098230222597817
PILRA,0.06093413005305442
TTI1,0.060826622369076246
DTX3,0.06082024723784813
ELF4,0.06080862961166742
RP2,0.060800707448791985
ARVCF,0.06079600618177692
XRCC1,0.060790546830521514
NFXL1,0.060789063104138466
HLA.G,0.060769945802475446
PLEKHA7,0.06076452247058319
CDC6,0.06076168626645543
FASTKD1,0.06074485592297371
CHEK1,0.06074118836233947
LRRC57,0.06072383050788317
MARCO,0.060697059683649746
NCF1,0.06068953015650345
IFT172,0.06067647301400734
MMP28,0.06066029558315972
MAP4K1,0.06064150482416153
CCDC61,0.0606143009781048
PRODH,0.06059272422005009
PSEN2,0.06058457997066296
CDC45,0.060582104182203875
BTD,0.060574931049386396
FKBP7,0.060572084680890405
SAA1,0.060566147604328116
SLC15A1,0.06054942620708453
SLC2A10,0.060545046474562575
USP42,0.0605340740390566
FAM53C,0.060513971163737065
RSPH3,0.06051251519200028
ZNF302,0.06047378917107519
STC1,0.0604621892338557
GK,0.060443503350414186
MANEA,0.06043228701941225
STARD8,0.060395674200247454
YEATS4,0.060388540664058646
TCTN1,0.06033069815560682
LZTFL1,0.060260107457045686
NCKAP5,0.060252021504751105
ZNF440,0.06020681283726598
SPATC1L,0.06020612846936611
GPRIN3,0.060156209283317164
